int_name,partner_a,partner_b,complex1_gene1,complex1_gene2,complex1_gene3,complex_2_gene1,complex_2_gene2,complex_2_gene3,wilcox.pval,mean.diff,median.diff,mean.p53,mean.wt,median.p53,median.wt,sd.p53,sd.wt,BW11.C,BW11.D,BW14.A,BW14.B,1174.C,1174.D,BW09.A,BW09.B,BW09.C,BW09.D,BW19.C,BW19.D,BW23.A,BW23.B,BW16.A,BW16.B,1179.A,1179.B,1179.C,1179.D,alt_name
TGFB1-TGFbeta receptor1,TGFB1,TGFbeta receptor1,,,,TGFBR1,TGFBR2,,0.001998002,0.204683386,0.199084648,0.562869666,0.35818628,0.566404123,0.367319475,0.067303072,0.056882763,0.550270366,0.478655146,0.58253788,0.64001527,0.373948908,0.395407838,0.343329945,0.390764104,0.362570612,0.353331004,0.267494043,0.267339258,0.455608749,0.372068339,0.246943533,0.252547121,0.233309798,0.251380132,0.254308658,0.234463669,TGFB1-COMPLEX_83
CCL3-CCR1,CCL3,CCR1,,,,,,,0.001998002,0.20007989,0.193695868,0.594672453,0.394592563,0.607000804,0.413304936,0.068035847,0.047695268,0.507909567,0.573852077,0.640149532,0.656778637,0.409427307,0.363198408,0.417182566,0.430632051,0.435624623,0.423991838,0.30817956,0.319940397,0.437467618,0.400281263,0.365483934,0.375923265,0.261736467,0.246878082,0.232395577,0.197844526,CCL3-CCR1
COL4A5-a11b1 complex,COL4A5,a11b1 complex,,,,ITGB1,ITGA11,,0.001998002,0.199544648,0.195914259,0.217845685,0.018301036,0.222804518,0.026890259,0.086867835,0.028410638,0.132118941,0.153910427,0.29169861,0.293654761,0.041999581,0.030231553,-0.007363672,0.025680467,-0.031312661,-0.010887051,0.052180911,0.028100051,0.003399742,0.050981441,0.037673525,0.015565792,0.047790091,0.0248527,0.093026644,0.055283988,COL4A5-COMPLEX_90
FGFR1-FGF7,FGFR1,FGF7,,,,,,,0.003996004,0.198365576,0.241738812,0.507869321,0.309503745,0.505675552,0.26393674,0.032449652,0.094932321,0.470470403,0.504170986,0.507180117,0.549655778,0.237308851,0.260931677,0.392959531,0.488193903,0.387565424,0.379193264,0.236132876,0.195526247,0.266941803,0.250283877,0.30129089,0.307053092,0.219370501,0.225848305,0.218124944,0.247786553,FGFR1-FGF7
VCAM1-a9b1 complex,VCAM1,a9b1 complex,,,,ITGB1,ITGA9,,0.001998002,0.198284079,0.180525071,0.299934404,0.101650325,0.302848271,0.1223232,0.038697578,0.063104363,0.284777472,0.253400371,0.320919069,0.340640702,0.014498121,0.005965955,0.115891862,0.207100346,0.14236429,0.141773572,0.13173226,0.128754538,0.069477364,0.058944943,0.104602377,0.080419075,0.201752858,0.164444457,0.152520912,0.190887136,VCAM1-COMPLEX_102
THBS1-aVb3 complex,THBS1,aVb3 complex,,,,ITGAV,ITGB3,,0.007992008,0.196946224,0.195005164,0.326514057,0.129567833,0.324431061,0.129425896,0.165382465,0.041310609,0.191423185,0.17586439,0.457438937,0.481329718,0.067580733,0.142079915,0.124068601,0.213864228,0.163431758,0.109245696,0.110448377,0.134783192,0.145519617,0.084656214,0.080104361,0.113996696,0.038340344,0.031529405,0.027164642,0.029527665,THBS1-COMPLEX_108
TGFB1-TGFbeta receptor2,TGFB1,TGFbeta receptor2,,,,TGFBR2,ACVR1,,0.001998002,0.19151931,0.183949205,0.469749647,0.278230337,0.456917757,0.272968551,0.08294749,0.050960995,0.419410241,0.389930038,0.494425272,0.575233039,0.194401631,0.24027083,0.273215522,0.375319273,0.272721581,0.293090515,0.2431542,0.252858823,0.324258956,0.313012045,0.177350567,0.203373051,0.283320184,0.310236518,0.292173741,0.307216663,TGFB1-COMPLEX_84
FZD6-WNT5A,FZD6,WNT5A,,,,,,,0.001998002,0.191209213,0.18738469,0.345440732,0.15423152,0.346655942,0.159271252,0.084045737,0.057124963,0.423058114,0.412822383,0.26539293,0.280489501,0.043594225,0.090994149,0.192405937,0.234223687,0.210613428,0.182534421,0.154402461,0.149415118,0.164140043,0.119991727,0.18211569,0.167743114,0.030763456,0.032738418,0.010752992,0.069678451,FZD6-WNT5A
EPHB3-EFNB1,EPHB3,EFNB1,,,,,,,0.001998002,0.190836449,0.183860363,0.237506853,0.046670405,0.236772997,0.052912634,0.025183219,0.036868691,0.267228718,0.209252701,0.226289198,0.247256796,0.056790211,0.097354306,0.049035057,0.0665813,0.040160187,0.065024663,0.041904666,0.058551545,0.036950671,-0.04564856,0.035933088,0.010759967,-0.004371272,0.027224198,-0.005313733,0.05536924,EPHB3-EFNB1
FLT1 complex-VEGFA,FLT1 complex,VEGFA,FLT1,KDR,,,,,0.001998002,0.188757038,0.181067945,0.227829008,0.03907197,0.216635873,0.035567928,0.043689534,0.036313573,0.236107848,0.191762933,0.197163898,0.28628135,-0.013714056,0.008886655,0.033039162,0.069278066,0.065151459,0.097076407,0.02523898,0.038096695,0.072107907,-0.004441578,0.031317375,0.029117867,0.070704333,0.043802473,0.083005205,0.068587173,COMPLEX_21-VEGFA
EFNB2-EPHB4,EFNB2,EPHB4,,,,,,,0.001998002,0.186943557,0.1703097,0.522395179,0.335451622,0.535261634,0.364951934,0.038025445,0.075123237,0.552397106,0.535596597,0.466660342,0.534926671,0.173836009,0.29075442,0.371114074,0.433145652,0.392374577,0.385199245,0.281889749,0.296298621,0.365547584,0.364356285,0.4083355,0.396153108,0.318361371,0.361881769,0.248559271,0.286495773,EFNB2-EPHB4
COL27A1-a11b1 complex,COL27A1,a11b1 complex,,,,ITGB1,ITGA11,,0.035964036,0.182462128,0.181730031,0.25803338,0.075571252,0.261770291,0.08004026,0.174502079,0.042551601,0.093062159,0.121584589,0.41553078,0.401955994,0.048492162,0.063827292,0.102237037,0.148321022,0.078804792,0.097875678,0.108552764,0.081275728,0.011914039,0.014412013,0.043064971,0.046694764,0.033984934,0.007925865,0.018994222,0.048130807,COL27A1-COMPLEX_90
WNT5A-FZD5,WNT5A,FZD5,,,,,,,0.007992008,0.180253282,0.140998514,0.304674317,0.124421034,0.298297031,0.157298517,0.123894923,0.073893347,0.42801342,0.394544221,0.202049842,0.194089784,-0.007675741,0.035514731,0.173146291,0.175053555,0.16975676,0.144840275,0.068735567,0.085598269,0.214788246,0.184452392,0.220911344,0.245641709,0.05978112,0.027843079,0.018517244,0.092905825,WNT5A-FZD5
WNT2-FZD1,WNT2,FZD1,,,,,,,0.003996004,0.178458383,0.176638922,0.199029333,0.020570951,0.203866594,0.027227671,0.066820895,0.063748921,0.167891505,0.121003667,0.267380479,0.239841683,-0.06962331,-0.039152687,0.0592213,0.077768949,0.027665994,0.026789349,0.050001351,0.136239802,-0.044441188,-0.018760052,0.060986225,0.080223274,0.12298662,0.196532765,0.129355823,0.167222258,WNT2-FZD1
COL7A1-a1b1 complex,COL7A1,a1b1 complex,,,,ITGB1,ITGA1,,0.001998002,0.177939314,0.178610229,0.250205525,0.072266211,0.244128483,0.065518254,0.124565933,0.029902184,0.143283639,0.14212713,0.370438005,0.344973327,0.052003724,0.036367299,0.060582443,0.070454064,0.049670888,0.042123877,0.117246752,0.115180096,0.102343554,0.076689417,0.005261173,-0.021531215,0.057195249,0.064676158,0.070812689,0.071547897,COL7A1-COMPLEX_91
EGFR-TGFA,EGFR,TGFA,,,,,,,0.035964036,0.174528624,0.150596403,0.470960413,0.296431789,0.473322076,0.322725673,0.094488689,0.113025142,0.409762393,0.371948968,0.53688176,0.56524853,0.385219657,0.31631848,0.151582606,0.189235761,0.190751943,0.164139525,0.427894582,0.362497897,0.447544575,0.329132866,0.306271293,0.346705011,-0.03970305,0.092816059,-0.000436225,0.059658079,EGFR-TGFA
COL13A1-a2b1 complex,COL13A1,a2b1 complex,,,,ITGB1,ITGA2,,0.023976024,0.171717057,0.202767403,0.209210821,0.037493764,0.206954756,0.004187353,0.07699418,0.090369414,0.149999938,0.136379438,0.286554334,0.263909574,0.02122928,0.108762174,-0.03992527,-0.012854574,-0.043552863,-0.035853977,0.191395204,0.17745509,-0.028868174,0.037150752,0.049255251,0.077552928,0.082748457,0.105396284,0.054078221,0.124447542,COL13A1-COMPLEX_93
VEGFA-FLT1,VEGFA,FLT1,,,,,,,0.001998002,0.170504046,0.185886672,0.163816609,-0.006687438,0.174318984,-0.011567688,0.037917701,0.042094291,0.195090438,0.160506776,0.111538029,0.188131192,0.002871546,0.043077209,-0.043692611,-0.028796439,-0.033515201,0.012616368,0.009658877,0.068225843,-0.026006923,-0.071313047,0.054743215,0.047154832,0.095203927,0.048114435,0.11505031,0.063167925,VEGFA-FLT1
NTF3-NTRK3,NTF3,NTRK3,,,,,,,0.023976024,0.167523536,0.164059104,0.366328845,0.198805309,0.359954524,0.19589542,0.112434862,0.072229712,0.48629675,0.437269667,0.259109584,0.28263938,0.14716264,0.073293625,0.173415852,0.217511902,0.123175357,0.174278938,0.270214936,0.291819348,0.245968529,0.271211965,0.192753153,0.201313449,0.073452368,0.078943056,0.064661493,0.117353758,NTF3-NTRK3
COL4A5-a1b1 complex,COL4A5,a1b1 complex,,,,ITGB1,ITGA1,,0.001998002,0.162822406,0.158737998,0.301382478,0.138560071,0.30281482,0.144076822,0.042598616,0.051175307,0.333950561,0.341764314,0.258135958,0.271679078,0.07149265,0.09058334,0.138434594,0.221885153,0.163992222,0.14971905,0.074670333,0.110717626,0.196469049,0.167636696,0.117971454,0.10495692,0.091863304,0.134319112,0.069698229,0.048511063,COL4A5-COMPLEX_91
LGALS9-MRC2,LGALS9,MRC2,,,,,,,0.013986014,0.162696479,0.129851279,0.340328917,0.177632438,0.312843417,0.182992138,0.093575482,0.073941931,0.344947727,0.264892291,0.280739108,0.470736544,0.041841036,0.080416664,0.20944707,0.270593843,0.187453618,0.190235515,0.178530659,0.163830865,0.283308237,0.170666876,0.169072485,0.178085058,0.137250996,0.139945027,0.125738631,0.131851003,LGALS9-MRC2
FN1-aVb1 complex,FN1,aVb1 complex,,,,ITGB1,ITGAV,,0.023976024,0.161551538,0.209833402,0.658861701,0.497310163,0.658861583,0.449028181,0.046551122,0.110081951,0.632347994,0.608388658,0.685375171,0.70933498,0.38875697,0.45251909,0.577684809,0.7106919,0.591358996,0.580982748,0.381426634,0.420836932,0.445537272,0.423306283,0.501305508,0.52725353,0.480846103,0.478391576,0.433926868,0.460445396,FN1-COMPLEX_107
ACVR_1B2A receptor-Activin ligand ab,ACVR_1B2A receptor,Activin ligand ab,ACVR1B,ACVR2A,,INHBA,INHBB,,0.001998002,0.161027765,0.171580169,0.257896957,0.096869192,0.265843404,0.094263235,0.037026853,0.030078774,0.286186345,0.245500464,0.211010114,0.288890906,0.091144047,0.103178627,0.07568008,0.096049591,0.057713048,0.068653096,0.166892628,0.101376986,0.115526941,0.092476879,0.120952449,0.119532559,0.093190564,0.073644141,0.070456396,0.125203293,COMPLEX_5-COMPLEX_9
PlexinA3_complex1-SEMA3A,PlexinA3_complex1,SEMA3A,NRP1,PLXNA3,,,,,0.001998002,0.160268062,0.152617993,0.270113345,0.109845283,0.256279604,0.103661611,0.034928497,0.071941712,0.321809066,0.259984403,0.252574805,0.246085106,-0.025565407,0.047681858,0.113798708,0.188033222,0.134180192,0.088482907,0.093524513,0.079325723,0.230217038,0.148774072,0.159523043,0.153950739,0.044245741,0.028995942,0.033693614,-0.005847111,COMPLEX_73-SEMA3A
EGFR-MIF,EGFR,MIF,,,,,,,0.001998002,0.159654786,0.150246508,0.68852315,0.528868364,0.67815304,0.527906531,0.023720677,0.051627612,0.723804577,0.68104332,0.675262759,0.673981943,0.515337645,0.553308435,0.446747886,0.538532437,0.509654763,0.455479012,0.607530772,0.556549464,0.588262599,0.517280625,0.20526804,0.216848888,0.119540293,0.174864141,0.158920576,0.183820402,EGFR-MIF
COL9A3-a2b1 complex,COL9A3,a2b1 complex,,,,ITGB1,ITGA2,,0.001998002,0.158634924,0.154381983,0.23935285,0.080717926,0.232911672,0.078529689,0.097676974,0.021879272,0.155704368,0.154869656,0.310118976,0.336718401,0.060899897,0.042659837,0.075259407,0.089978718,0.081799972,0.069845748,0.073397116,0.114471673,0.112448179,0.086418718,0.023505781,0.013976737,0.085113752,0.09746052,0.045367621,0.073149399,COL9A3-COMPLEX_93
COL6A2-a10b1 complex,COL6A2,a10b1 complex,,,,ITGB1,ITGA10,,0.023976024,0.157992876,0.06784313,0.425984391,0.267991516,0.416428899,0.348585769,0.043079612,0.155087494,0.388493264,0.396736764,0.436121034,0.482586503,-0.022559123,0.039207518,0.338880842,0.40941052,0.358290697,0.366054758,0.194846777,0.220872365,0.407440453,0.367470351,0.222495475,0.241075047,0.17803454,0.18850694,0.169845833,0.129955456,COL6A2-COMPLEX_89
EPHB2-EFNB1,EPHB2,EFNB1,,,,,,,0.001998002,0.155218424,0.164946587,0.204593751,0.049375327,0.210940673,0.045994086,0.0420457,0.032730916,0.247783815,0.200111017,0.148709842,0.221770329,0.019382653,0.09640625,0.024918124,0.067640081,0.009156808,0.013357224,0.041663448,0.050324725,0.08864061,0.082263345,0.043450595,0.007417165,0.005836151,-0.052891321,-0.013285298,0.006442597,EPHB2-EFNB1
COL6A5-a11b1 complex,COL6A5,a11b1 complex,,,,ITGB1,ITGA11,,0.001998002,0.154710824,0.159230656,0.207312268,0.052601443,0.211999353,0.052768698,0.047932119,0.020684368,0.14458267,0.206223427,0.217775279,0.260667694,0.005689278,0.061362241,0.046077235,0.050947701,0.06491063,0.054589694,0.077022318,0.038374259,0.050577001,0.076464078,0.11042708,0.154745058,0.071523785,-0.002642881,0.056047927,0.055602638,COL6A5-COMPLEX_90
GPR37-PSAP,GPR37,PSAP,,,,,,,0.007992008,0.151738372,0.139384346,0.215800221,0.064061849,0.220074747,0.080690401,0.099958003,0.056801307,0.11517928,0.144787107,0.307872109,0.295362388,0.134349326,0.087275277,-0.021053842,0.024137038,0.021110131,-0.010170425,0.109385138,0.131374423,0.090105902,0.074105524,0.099158654,0.109028225,-0.14846357,-0.163538178,-0.145075756,-0.123460164,GPR37-PSAP
FLT1 complex-VEGFB,FLT1 complex,VEGFB,FLT1,KDR,,,,,0.013986014,0.151502865,0.101305648,0.276154246,0.124651381,0.273808103,0.172502455,0.052632552,0.117596097,0.33302844,0.223972337,0.239588793,0.308027414,-0.082703319,-0.034829216,0.174857389,0.17832642,0.179230998,0.192884169,0.068518013,0.08513829,0.314943541,0.170147521,0.069367563,0.080015798,0.039829291,0.095115514,0.039390025,0.083692686,COMPLEX_21-VEGFB
COL11A1-a1b1 complex,COL11A1,a1b1 complex,,,,ITGB1,ITGA1,,0.001998002,0.150393578,0.140154413,0.209374685,0.058981106,0.205274262,0.065119849,0.095839725,0.031546881,0.114626856,0.142240338,0.31232336,0.268308185,0.093010512,0.032816352,0.020654642,0.088037956,0.06150625,0.068733448,0.097208803,0.082789692,0.025124879,0.019928529,0.028379579,-0.011922937,0.088484512,0.085649906,0.029878877,0.080105922,COL11A1-COMPLEX_91
CCL22-CCR4,CCL22,CCR4,,,,,,,0.003996004,0.150229516,0.130074084,0.18862812,0.038398604,0.163160806,0.033086722,0.108445654,0.033609094,0.201771326,0.335967291,0.092223579,0.124550286,0.084487642,0.093290133,0.042473384,0.061940037,0.010676873,0.02683934,0.036054245,0.012939388,0.030119199,-0.014834198,0.009642642,0.049603755,-0.001097997,0.025125243,0.015396757,-0.000649357,CCL22-CCR4
COL3A1-a10b1 complex,COL3A1,a10b1 complex,,,,ITGB1,ITGA10,,0.035964036,0.148963308,0.109496831,0.331874838,0.18291153,0.332194473,0.222697642,0.066340808,0.120067025,0.266705832,0.283245429,0.381143516,0.396404576,-0.056135594,0.010739951,0.228257898,0.301716392,0.217137385,0.242929848,0.149359702,0.167763922,0.270390255,0.29695554,0.093850919,0.131870827,0.146857301,0.150025991,0.148806936,0.109283297,COL3A1-COMPLEX_89
EGFR-TGFB1,EGFR,TGFB1,,,,,,,0.035964036,0.147519863,0.181972031,0.28164707,0.134127207,0.290251069,0.108279037,0.111341172,0.1079434,0.225781972,0.153498255,0.354720166,0.392587886,0.019843897,0.059398732,0.091119391,0.125438684,0.052062484,0.078727548,0.126723585,0.140285066,0.358623065,0.289049615,-0.028875252,-0.030423068,0.076066947,0.055537519,0.059092561,0.097969919,EGFR-TGFB1
COL1A2-a10b1 complex,COL1A2,a10b1 complex,,,,ITGB1,ITGA10,,0.023976024,0.146807172,0.080571471,0.357423291,0.210616119,0.355806085,0.275234614,0.044728067,0.136571907,0.318546972,0.318982944,0.392629226,0.399534021,-0.046743995,0.018225118,0.275922279,0.358373287,0.274546949,0.287346999,0.149674673,0.158585169,0.303171074,0.327059637,0.131709511,0.150580392,0.1572752,0.161747823,0.146638456,0.114798422,COL1A2-COMPLEX_89
NRP1-SEMA3A,NRP1,SEMA3A,,,,,,,0.001998002,0.146427584,0.154239104,0.275100762,0.128673178,0.274090579,0.119851475,0.008783313,0.059782266,0.28611552,0.270404468,0.266106368,0.27777669,0.139926768,0.112819795,0.063697856,0.126883155,0.067578484,0.065344508,0.148228787,0.109699594,0.229741991,0.222810838,0.038795005,0.067098372,0.069607025,0.094212527,0.056005659,0.088414373,NRP1-SEMA3A
COL5A1-a1b1 complex,COL5A1,a1b1 complex,,,,ITGB1,ITGA1,,0.023976024,0.14610334,0.143588834,0.501390691,0.355287351,0.501455499,0.357866665,0.080845302,0.086388104,0.425428686,0.437866574,0.577223081,0.565044423,0.205871357,0.322853261,0.349043377,0.46942713,0.374986834,0.366689952,0.49456962,0.394813948,0.287142729,0.287475305,0.219818783,0.197195823,0.457296114,0.415025835,0.411741261,0.455145699,COL5A1-COMPLEX_91
COL4A2-a10b1 complex,COL4A2,a10b1 complex,,,,ITGB1,ITGA10,,0.035964036,0.144748623,0.12500881,0.424253334,0.279504712,0.432579889,0.30757108,0.046557061,0.138205181,0.458029968,0.465575247,0.366278312,0.40712981,0.046769639,0.076318613,0.297787942,0.384087325,0.328229175,0.317354217,0.21715418,0.235775979,0.433967429,0.457602619,0.303377931,0.300613633,0.246000352,0.27953798,0.221237026,0.240305616,COL4A2-COMPLEX_89
WNT5A-ROR1,WNT5A,ROR1,,,,,,,0.001998002,0.144680812,0.117223581,0.228570488,0.083889677,0.213372565,0.096148984,0.070733674,0.048920493,0.325295874,0.23327729,0.16224095,0.19346784,0.014522322,-0.017785067,0.091883345,0.138995223,0.11695529,0.075754504,0.115449097,0.100414624,0.112539785,0.090167646,0.101657173,0.074363129,0.014390891,0.052938515,0.031627723,0.056020254,WNT5A-ROR1
BMR1A_ACR2A-GDF7,BMR1A_ACR2A,GDF7,BMPR1A,ACVR2A,,,,,0.001998002,0.143973228,0.119379813,0.168718888,0.02474566,0.158008251,0.038628438,0.067112245,0.043581017,0.252160511,0.193177105,0.122839396,0.106698538,-0.061769861,-0.035196118,0.043211814,0.062292753,0.016533234,0.015321489,0.038309881,0.038946995,0.049126197,0.080680214,0.004406633,0.044003494,-0.034088294,0.044740119,-0.028589335,0.014813542,COMPLEX_12-GDF7
CCL5-CCR4,CCL5,CCR4,,,,,,,0.023976024,0.143427904,0.171239969,0.386403474,0.24297557,0.385548105,0.214308135,0.086641867,0.070795613,0.491134545,0.407195161,0.283383143,0.363901048,0.214074701,0.220727228,0.20324313,0.264288072,0.205552588,0.16637154,0.21454157,0.202206309,0.364277512,0.374473054,0.21700306,0.180572739,0.00945,0.001384639,0.034209656,0.017053499,CCL5-CCR4
PLAUR-aVb3 complex,PLAUR,aVb3 complex,,,,ITGAV,ITGB3,,0.003996004,0.142437428,0.136114042,0.211411769,0.06897434,0.203350919,0.067236877,0.09095242,0.030505725,0.1198114,0.154913321,0.251788516,0.319133838,0.037490795,0.071596716,0.05541369,0.096962154,0.071804626,0.062877037,0.129774005,0.08720952,0.053388319,0.023226541,0.038841422,0.025330739,0.00274507,0.032038156,0.018644515,0.032266039,PLAUR-COMPLEX_108
FcRn complex-ALB,FcRn complex,ALB,B2M,FCGRT,,,,,0.035964036,0.141247962,0.13239691,0.147713258,0.006465296,0.13966769,0.007270779,0.135413963,0.029113714,0.286404421,0.241194426,0.025113231,0.038140953,0.037636626,-0.00582944,0.026889198,0.011076767,0.041435787,0.030145127,-0.046380543,-0.030869733,0.003464792,-0.002915619,0.03032426,0.07172823,-0.071785539,-0.035503643,-0.03380017,-0.011602609,COMPLEX_22-ALB
EPHB3-EFNB3,EPHB3,EFNB3,,,,,,,0.007992008,0.14050153,0.1393106,0.177783687,0.037282157,0.1793985,0.0400879,0.094591648,0.034765131,0.23491358,0.277826291,0.12388342,0.074511456,0.020212261,-0.026979129,0.052159455,0.078759584,0.063252519,0.074958101,0.023113458,-0.002102808,0.028016346,0.061431788,0.114512342,0.146563004,-0.000513333,0.052208752,0.003496757,0.043841413,EPHB3-EFNB3
COL24A1-a11b1 complex,COL24A1,a11b1 complex,,,,ITGB1,ITGA11,,0.007992008,0.139929781,0.140423895,0.184587511,0.044657731,0.195450664,0.055026769,0.094679123,0.029952535,0.141604784,0.072182202,0.249296543,0.275266517,0.000428257,0.063203222,0.034947584,0.075778044,0.012846048,0.00375239,0.081404621,0.064163604,0.048687608,0.06136593,0.06245412,0.068660248,0.003647302,0.005533435,0.000847424,0.03199002,COL24A1-COMPLEX_90
FLT1-VEGFB,FLT1,VEGFB,,,,,,,0.013986014,0.138335278,0.086371405,0.265989438,0.12765416,0.259371425,0.17300002,0.058556079,0.107329456,0.262696697,0.20158233,0.256046154,0.343632573,-0.061164035,-0.042859173,0.184439522,0.166513244,0.179486796,0.197795702,0.090648226,0.101027288,0.271838925,0.188815106,0.064036706,0.072154045,0.08184467,0.097487931,0.092535266,0.099153565,FLT1-VEGFB
COL6A1-a10b1 complex,COL6A1,a10b1 complex,,,,ITGB1,ITGA10,,0.013986014,0.138101321,0.105155654,0.395895077,0.257793756,0.397045111,0.291889457,0.023179397,0.11535386,0.393847589,0.366583769,0.400242633,0.422906318,0.031741646,0.124112181,0.285568088,0.359561274,0.298210827,0.308167546,0.202018497,0.212575544,0.404813431,0.351168526,0.189945213,0.189139609,0.148828905,0.169517427,0.161234769,0.124729965,COL6A1-COMPLEX_89
COL6A1-a1b1 complex,COL6A1,a1b1 complex,,,,ITGB1,ITGA1,,0.001998002,0.137271752,0.103054559,0.714923539,0.577651787,0.713324329,0.61026977,0.01524808,0.077658298,0.734739334,0.716759,0.698306162,0.709889658,0.44226925,0.454099196,0.599740635,0.635852062,0.620798904,0.621131671,0.672308597,0.628776037,0.555099994,0.546441524,0.584005167,0.554650363,0.681634948,0.674959463,0.655556356,0.672164647,COL6A1-COMPLEX_91
BMP2-SMO,BMP2,SMO,,,,,,,0.001998002,0.137061649,0.122979547,0.153338209,0.01627656,0.140358684,0.017379138,0.041521626,0.021931898,0.122718919,0.122295346,0.157998449,0.210340124,0.027857842,0.025049723,0.004569027,0.045964023,0.002580723,0.015120299,-0.021513195,0.048314431,0.019637976,-0.004815247,0.048772878,0.060949069,0.014663698,0.004683871,-0.027598028,0.035978669,BMP2-SMO
PlexinA1_complex3-SEMA3A,PlexinA1_complex3,SEMA3A,NRP1,PLXNA1,,,,,0.013986014,0.136974156,0.122747193,0.257449709,0.120475553,0.257852853,0.13510566,0.056796198,0.072223182,0.313824207,0.298036016,0.21766969,0.200268925,0.023624351,0.095134924,0.120570548,0.224747406,0.172578097,0.15089085,0.033053663,0.03389954,0.200615383,0.149640773,0.201135026,0.172299578,0.084381973,0.074014115,0.036037056,0.059747351,COMPLEX_71-SEMA3A
ACVR_1B2A receptor-INHBA,ACVR_1B2A receptor,INHBA,ACVR1B,ACVR2A,,,,,0.013986014,0.133424429,0.144232174,0.14438307,0.010958641,0.143394555,-0.000837618,0.096090754,0.043246944,0.070181064,0.053241351,0.216608046,0.237501817,-0.014738893,0.027759666,-0.004477324,0.051957174,-0.028614836,0.002802087,0.078609559,0.06490533,-0.053714953,-0.014901404,0.073727229,0.064372696,0.051886365,0.100314559,0.029702888,0.042374418,COMPLEX_5-INHBA
TNF-ICOS,TNF,ICOS,,,,,,,0.001998002,0.131930807,0.110477055,0.495197417,0.36326661,0.48156801,0.371090955,0.082221896,0.036787192,0.605966784,0.499815397,0.411686865,0.463320623,0.363727012,0.305020386,0.371720409,0.402213699,0.379528534,0.351695277,0.379344544,0.298195107,0.370461501,0.410759634,0.424018286,0.433536069,0.290486663,0.329983381,0.265021789,0.238385569,TNF-ICOS
PLAUR-a4b1 complex,PLAUR,a4b1 complex,,,,ITGB1,ITGA4,,0.007992008,0.129366394,0.108924053,0.357647531,0.228281137,0.351815868,0.242891815,0.086973678,0.057324154,0.306430913,0.267464505,0.397200823,0.459493882,0.175938616,0.231221483,0.255080027,0.293738864,0.285898305,0.265121517,0.230952589,0.254562147,0.181387935,0.108909887,0.1100756,0.138729826,0.134350241,0.149235781,0.131686236,0.161007164,PLAUR-COMPLEX_95
COL6A2-a1b1 complex,COL6A2,a1b1 complex,,,,ITGB1,ITGA1,,0.001998002,0.128992088,0.080721104,0.747902646,0.618910558,0.749245492,0.668524388,0.020047248,0.104905753,0.76390934,0.766160906,0.726958695,0.734581645,0.433537182,0.454816733,0.671055272,0.715423707,0.688141562,0.693846725,0.714942582,0.665993504,0.583948663,0.567399652,0.619672407,0.599346227,0.703865259,0.702314902,0.664728254,0.690529359,COL6A2-COMPLEX_91
COL10A1-a10b1 complex,COL10A1,a10b1 complex,,,,ITGB1,ITGA10,,0.013986014,0.128328202,0.122084641,0.16558829,0.037260087,0.16447846,0.042393818,0.101380192,0.037198911,0.069404829,0.087352153,0.26399141,0.241604766,-0.01929311,0.006634041,0.032519016,0.038898089,0.046561679,0.048267522,0.045889548,0.070797701,-0.005840912,0.108167301,-0.031607212,-0.014712208,0.031315378,-0.014067875,0.056238079,0.00038645,COL10A1-COMPLEX_89
BMR1A_AVR2B-BMP4,BMR1A_AVR2B,BMP4,BMPR1A,ACVR2B,,,,,0.001998002,0.128278419,0.13757278,0.311402345,0.183123925,0.314870638,0.177297858,0.037897176,0.061162472,0.265764475,0.29610997,0.333631306,0.350103628,0.233211812,0.256435035,0.110710961,0.139820724,0.130205465,0.103450369,0.246353459,0.171220779,0.256455713,0.183374937,0.101552087,0.098085885,0.070249275,0.035605339,0.045483208,0.062865845,COMPLEX_13-BMP4
ACVR_1B2B receptor-GDF10,ACVR_1B2B receptor,GDF10,ACVR1B,ACVR2B,,,,,0.001998002,0.128015516,0.137383776,0.14022968,0.012214164,0.146959924,0.009576148,0.037866284,0.047059754,0.178756853,0.150417826,0.08824202,0.143502022,-0.060247144,-0.043980276,0.06528794,0.07531451,0.024694346,-0.005542051,0.063204815,0.030086897,-0.017095812,-0.009581581,-0.011189692,0.035562767,-0.012778245,0.00317482,0.056523727,-0.046119314,COMPLEX_6-GDF10
TGFB3-TGFbeta receptor1,TGFB3,TGFbeta receptor1,,,,TGFBR1,TGFBR2,,0.003996004,0.12745897,0.156484752,0.242977619,0.115518649,0.261071729,0.104586977,0.055541574,0.060243744,0.287376405,0.252877572,0.162390615,0.269265885,0.0634056,0.111408594,0.139349049,0.251239959,0.148507851,0.148630179,0.059829755,0.086696585,0.09776536,0.048353562,0.102655428,0.120096432,0.190167698,0.142250238,0.134390524,0.171814756,TGFB3-COMPLEX_83
ACVR_1A2A receptor-INHBA,ACVR_1A2A receptor,INHBA,ACVR1,ACVR2A,,,,,0.003996004,0.126344801,0.124915432,0.181030352,0.054685551,0.174988783,0.050073351,0.072236234,0.04272089,0.124016177,0.115267308,0.22596139,0.258876535,0.047699632,0.047535222,0.05244707,0.117795809,0.029405715,0.060731898,0.106560554,0.095626642,-0.000145234,-0.010801793,0.062149685,0.059586024,0.077011889,0.127506997,0.091338952,0.124525486,COMPLEX_3-INHBA
