sample_name,p53_status,frame_name,region_label,numerator,denominator,percent,phenotype_label,measured,frame_index
HTAPP_NSC014bLT_FT_T1,mut,"HTAPP_NSC014bLT_FT_T1_Scan1_[14434,51380]",Any,53,2339,2.265925609,% of Total cells that are CD31+ within 50um of CD68+OPN+,TRUE,3
HTAPP_NSC014bLT_FT_T1,mut,"HTAPP_NSC014bLT_FT_T1_Scan1_[15363,41107]",Any,94,3081,3.050957481,% of Total cells that are CD31+ within 50um of CD68+OPN+,TRUE,4
HTAPP_NSC014bLT_FT_T1,mut,"HTAPP_NSC014bLT_FT_T1_Scan1_[16523,52149]",Any,39,1609,2.423865755,% of Total cells that are CD31+ within 50um of CD68+OPN+,TRUE,5
HTAPP_NSC014bLT_FT_T1,mut,"HTAPP_NSC014bLT_FT_T1_Scan1_[13046,48250]",Any,39,2600,1.5,% of Total cells that are CD31+ within 50um of CD68+OPN+,TRUE,1
HTAPP_NSC014bLT_FT_T1,mut,"HTAPP_NSC014bLT_FT_T1_Scan1_[12171,49425]",Any,63,2036,3.094302554,% of Total cells that are CD31+ within 50um of CD68+OPN+,TRUE,0
HTAPP_NSC014bLT_FT_T1,mut,"HTAPP_NSC014bLT_FT_T1_Scan1_[14046,52626]",Any,9,1333,0.675168792,% of Total cells that are CD31+ within 50um of CD68+OPN+,TRUE,2
HTAPP_NSC009bLT_FT_T1,WT,"HTAPP_NSC009bLT_FT_T1_Scan1_[12996,41700]",Any,297,3312,8.967391304,% of Total cells that are CD31+ within 50um of CD68+OPN+,TRUE,0
HTAPP_NSC009bLT_FT_T1,WT,"HTAPP_NSC009bLT_FT_T1_Scan1_[7009,35596]",Any,352,3584,9.821428571,% of Total cells that are CD31+ within 50um of CD68+OPN+,TRUE,2
HTAPP_NSC009bLT_FT_T1,WT,"HTAPP_NSC009bLT_FT_T1_Scan1_[5633,45269]",Any,117,1196,9.782608696,% of Total cells that are CD31+ within 50um of CD68+OPN+,TRUE,1
HTAPP_NSC009bLT_FT_T1,WT,"HTAPP_NSC009bLT_FT_T1_Scan1_[8804,44802]",Any,184,2011,9.149676778,% of Total cells that are CD31+ within 50um of CD68+OPN+,TRUE,5
HTAPP_NSC009bLT_FT_T1,WT,"HTAPP_NSC009bLT_FT_T1_Scan1_[7549,41059]",Any,55,460,11.95652174,% of Total cells that are CD31+ within 50um of CD68+OPN+,TRUE,4
HTAPP_NSC009bLT_FT_T1,WT,"HTAPP_NSC009bLT_FT_T1_Scan1_[7109,40366]",Any,12,125,9.6,% of Total cells that are CD31+ within 50um of CD68+OPN+,TRUE,3
HTAPP_NSC001bLT_FT,WT,"HTAPP_NSC001bLT_FT_Scan1_[14089,40791]",Any,2,130,1.538461538,% of Total cells that are CD31+ within 50um of CD68+OPN+,TRUE,1
HTAPP_NSC001bLT_FT,WT,"HTAPP_NSC001bLT_FT_Scan1_[20291,37738]",Any,11,353,3.116147309,% of Total cells that are CD31+ within 50um of CD68+OPN+,TRUE,2
HTAPP_NSC001bLT_FT,WT,"HTAPP_NSC001bLT_FT_Scan1_[12081,36100]",Any,6,150,4,% of Total cells that are CD31+ within 50um of CD68+OPN+,TRUE,0
HTAPP_NSC001bLT_FT,WT,"HTAPP_NSC001bLT_FT_Scan1_[21813,38393]",Any,37,646,5.72755418,% of Total cells that are CD31+ within 50um of CD68+OPN+,TRUE,3
HTAPP_NSC001bLT_FT,WT,"HTAPP_NSC001bLT_FT_Scan1_[9692,41708]",Any,0,0,,% of Total cells that are CD31+ within 50um of CD68+OPN+,FALSE,4
HTAPP_NSC011bLT_FT_T1,mut,"HTAPP_NSC011bLT_FT_T1_Scan1_[17092,50631]",Any,18,1241,1.450443191,% of Total cells that are CD31+ within 50um of CD68+OPN+,TRUE,2
HTAPP_NSC011bLT_FT_T1,mut,"HTAPP_NSC011bLT_FT_T1_Scan1_[15795,50024]",Any,35,1096,3.193430657,% of Total cells that are CD31+ within 50um of CD68+OPN+,TRUE,1
HTAPP_NSC011bLT_FT_T1,mut,"HTAPP_NSC011bLT_FT_T1_Scan1_[8870,52239]",Any,91,1054,8.633776091,% of Total cells that are CD31+ within 50um of CD68+OPN+,TRUE,4
HTAPP_NSC011bLT_FT_T1,mut,"HTAPP_NSC011bLT_FT_T1_Scan1_[17672,49244]",Any,77,987,7.80141844,% of Total cells that are CD31+ within 50um of CD68+OPN+,TRUE,3
HTAPP_NSC011bLT_FT_T1,mut,"HTAPP_NSC011bLT_FT_T1_Scan1_[9172,50839]",Any,72,928,7.75862069,% of Total cells that are CD31+ within 50um of CD68+OPN+,TRUE,5
HTAPP_NSC011bLT_FT_T1,mut,"HTAPP_NSC011bLT_FT_T1_Scan1_[15795,49330]",Any,126,2986,4.219691896,% of Total cells that are CD31+ within 50um of CD68+OPN+,TRUE,0
HTAPP_NSC019bLT_FT_T1,WT,"HTAPP_NSC019bLT_FT_T1_Scan1_[17926,49343]",Any,38,991,3.834510595,% of Total cells that are CD31+ within 50um of CD68+OPN+,TRUE,2
HTAPP_NSC019bLT_FT_T1,WT,"HTAPP_NSC019bLT_FT_T1_Scan1_[18597,46320]",Any,47,540,8.703703704,% of Total cells that are CD31+ within 50um of CD68+OPN+,TRUE,4
HTAPP_NSC019bLT_FT_T1,WT,"HTAPP_NSC019bLT_FT_T1_Scan1_[18093,43800]",Any,41,793,5.170239596,% of Total cells that are CD31+ within 50um of CD68+OPN+,TRUE,3
HTAPP_NSC019bLT_FT_T1,WT,"HTAPP_NSC019bLT_FT_T1_Scan1_[9602,41710]",Any,128,1677,7.6326774,% of Total cells that are CD31+ within 50um of CD68+OPN+,TRUE,5
HTAPP_NSC019bLT_FT_T1,WT,"HTAPP_NSC019bLT_FT_T1_Scan1_[12929,45102]",Any,120,1841,6.518196632,% of Total cells that are CD31+ within 50um of CD68+OPN+,TRUE,0
HTAPP_NSC019bLT_FT_T1,WT,"HTAPP_NSC019bLT_FT_T1_Scan1_[14751,42558]",Any,130,3094,4.201680672,% of Total cells that are CD31+ within 50um of CD68+OPN+,TRUE,1
HTAPP_NSC004bLT_FT,WT,"HTAPP_NSC004bLT_FT_Scan1_[12294,38619]",Any,235,4316,5.444856348,% of Total cells that are CD31+ within 50um of CD68+OPN+,TRUE,0
HTAPP_NSC004bLT_FT,WT,"HTAPP_NSC004bLT_FT_Scan1_[16401,40644]",Any,196,4060,4.827586207,% of Total cells that are CD31+ within 50um of CD68+OPN+,TRUE,5
HTAPP_NSC004bLT_FT,WT,"HTAPP_NSC004bLT_FT_Scan1_[15837,38634]",Any,148,3295,4.491654021,% of Total cells that are CD31+ within 50um of CD68+OPN+,TRUE,4
HTAPP_NSC004bLT_FT,WT,"HTAPP_NSC004bLT_FT_Scan1_[15476,40363]",Any,165,3696,4.464285714,% of Total cells that are CD31+ within 50um of CD68+OPN+,TRUE,3
HTAPP_NSC004bLT_FT,WT,"HTAPP_NSC004bLT_FT_Scan1_[14458,39669]",Any,203,4423,4.589645037,% of Total cells that are CD31+ within 50um of CD68+OPN+,TRUE,2
HTAPP_NSC004bLT_FT,WT,"HTAPP_NSC004bLT_FT_Scan1_[13380,38272]",Any,323,5017,6.438110425,% of Total cells that are CD31+ within 50um of CD68+OPN+,TRUE,1
HTAPP_NSC023bLT_FT_T1,WT,"HTAPP_NSC023bLT_FT_T1_Scan1_[11791,45367]",Any,5,95,5.263157895,% of Total cells that are CD31+ within 50um of CD68+OPN+,TRUE,0
HTAPP_NSC023bLT_FT_T1,WT,"HTAPP_NSC023bLT_FT_T1_Scan1_[12815,45205]",Any,22,661,3.328290469,% of Total cells that are CD31+ within 50um of CD68+OPN+,TRUE,2
HTAPP_NSC023bLT_FT_T1,WT,"HTAPP_NSC023bLT_FT_T1_Scan1_[16564,43540]",Any,40,212,18.86792453,% of Total cells that are CD31+ within 50um of CD68+OPN+,TRUE,5
HTAPP_NSC023bLT_FT_T1,WT,"HTAPP_NSC023bLT_FT_T1_Scan1_[12359,46375]",Any,21,445,4.719101124,% of Total cells that are CD31+ within 50um of CD68+OPN+,TRUE,1
HTAPP_NSC023bLT_FT_T1,WT,"HTAPP_NSC023bLT_FT_T1_Scan1_[16564,42847]",Any,0,0,,% of Total cells that are CD31+ within 50um of CD68+OPN+,FALSE,4
HTAPP_NSC023bLT_FT_T1,WT,"HTAPP_NSC023bLT_FT_T1_Scan1_[12859,44279]",Any,52,825,6.303030303,% of Total cells that are CD31+ within 50um of CD68+OPN+,TRUE,3
HTAPP_NSC005bLT_FT,WT,"HTAPP_NSC005bLT_FT_Scan1_[13072,37337]",Any,69,695,9.928057554,% of Total cells that are Actin+ within 50um of CD68+OPN+,TRUE,1
HTAPP_NSC005bLT_FT,WT,"HTAPP_NSC005bLT_FT_Scan1_[14783,38259]",Any,22,520,4.230769231,% of Total cells that are Actin+ within 50um of CD68+OPN+,TRUE,3
HTAPP_NSC005bLT_FT,WT,"HTAPP_NSC005bLT_FT_Scan1_[13110,46241]",Any,39,563,6.927175844,% of Total cells that are Actin+ within 50um of CD68+OPN+,TRUE,2
HTAPP_NSC005bLT_FT,WT,"HTAPP_NSC005bLT_FT_Scan1_[12147,37209]",Any,20,623,3.210272873,% of Total cells that are Actin+ within 50um of CD68+OPN+,TRUE,0
HTAPP_NSC006bLT_FT,mut,"HTAPP_NSC006bLT_FT_Scan1_[9425,49016]",Any,587,7003,8.382121948,% of Total cells that are Actin+ within 50um of CD68+OPN+,TRUE,5
HTAPP_NSC006bLT_FT,mut,"HTAPP_NSC006bLT_FT_Scan1_[7921,48546]",Any,294,6395,4.597341673,% of Total cells that are Actin+ within 50um of CD68+OPN+,TRUE,2
HTAPP_NSC006bLT_FT,mut,"HTAPP_NSC006bLT_FT_Scan1_[15697,49550]",Any,358,2241,15.97501116,% of Total cells that are Actin+ within 50um of CD68+OPN+,TRUE,1
HTAPP_NSC006bLT_FT,mut,"HTAPP_NSC006bLT_FT_Scan1_[9107,50297]",Any,150,4864,3.083881579,% of Total cells that are Actin+ within 50um of CD68+OPN+,TRUE,4
HTAPP_NSC006bLT_FT,mut,"HTAPP_NSC006bLT_FT_Scan1_[12497,51462]",Any,377,5584,6.751432665,% of Total cells that are Actin+ within 50um of CD68+OPN+,TRUE,0
HTAPP_NSC006bLT_FT,mut,"HTAPP_NSC006bLT_FT_Scan1_[8000,49772]",Any,336,5119,6.563781989,% of Total cells that are Actin+ within 50um of CD68+OPN+,TRUE,3
DFCI_GR_NSC014LT_FT,WT,"DFCI_GR_NSC014LT_FT_Scan1_[9521,41065]",Any,177,1368,12.93859649,% of Total cells that are Actin+ within 50um of CD68+OPN+,TRUE,8
DFCI_GR_NSC014LT_FT,WT,"DFCI_GR_NSC014LT_FT_Scan1_[9748,39432]",Any,155,1793,8.644729504,% of Total cells that are Actin+ within 50um of CD68+OPN+,TRUE,10
DFCI_GR_NSC014LT_FT,WT,"DFCI_GR_NSC014LT_FT_Scan1_[13604,44372]",Any,305,1928,15.81950207,% of Total cells that are Actin+ within 50um of CD68+OPN+,TRUE,3
DFCI_GR_NSC014LT_FT,WT,"DFCI_GR_NSC014LT_FT_Scan1_[9552,44491]",Any,223,1777,12.54924029,% of Total cells that are Actin+ within 50um of CD68+OPN+,TRUE,9
DFCI_GR_NSC014LT_FT,WT,"DFCI_GR_NSC014LT_FT_Scan1_[16256,40152]",Any,322,2413,13.34438458,% of Total cells that are Actin+ within 50um of CD68+OPN+,TRUE,5
DFCI_GR_NSC014LT_FT,WT,"DFCI_GR_NSC014LT_FT_Scan1_[12499,49270]",Any,388,2728,14.2228739,% of Total cells that are Actin+ within 50um of CD68+OPN+,TRUE,2
DFCI_GR_NSC014LT_FT,WT,"DFCI_GR_NSC014LT_FT_Scan1_[11003,44843]",Any,171,1287,13.28671329,% of Total cells that are Actin+ within 50um of CD68+OPN+,TRUE,0
DFCI_GR_NSC014LT_FT,WT,"DFCI_GR_NSC014LT_FT_Scan1_[13924,46127]",Any,597,3401,17.55366069,% of Total cells that are Actin+ within 50um of CD68+OPN+,TRUE,4
DFCI_GR_NSC014LT_FT,WT,"DFCI_GR_NSC014LT_FT_Scan1_[8789,46290]",Any,264,2755,9.582577132,% of Total cells that are Actin+ within 50um of CD68+OPN+,TRUE,7
DFCI_GR_NSC014LT_FT,WT,"DFCI_GR_NSC014LT_FT_Scan1_[11653,48213]",Any,518,4290,12.07459207,% of Total cells that are Actin+ within 50um of CD68+OPN+,TRUE,1
DFCI_GR_NSC014LT_FT,WT,"DFCI_GR_NSC014LT_FT_Scan1_[18041,35617]",Any,55,938,5.863539446,% of Total cells that are Actin+ within 50um of CD68+OPN+,TRUE,6
HTAPP_NSC014bLT_FT_T1,mut,"HTAPP_NSC014bLT_FT_T1_Scan1_[14434,51380]",Any,366,2339,15.6477127,% of Total cells that are Actin+ within 50um of CD68+OPN+,TRUE,3
HTAPP_NSC014bLT_FT_T1,mut,"HTAPP_NSC014bLT_FT_T1_Scan1_[15363,41107]",Any,899,3081,29.17883804,% of Total cells that are Actin+ within 50um of CD68+OPN+,TRUE,4
HTAPP_NSC014bLT_FT_T1,mut,"HTAPP_NSC014bLT_FT_T1_Scan1_[16523,52149]",Any,247,1609,15.35114978,% of Total cells that are Actin+ within 50um of CD68+OPN+,TRUE,5
HTAPP_NSC014bLT_FT_T1,mut,"HTAPP_NSC014bLT_FT_T1_Scan1_[13046,48250]",Any,362,2600,13.92307692,% of Total cells that are Actin+ within 50um of CD68+OPN+,TRUE,1
HTAPP_NSC014bLT_FT_T1,mut,"HTAPP_NSC014bLT_FT_T1_Scan1_[12171,49425]",Any,315,2036,15.47151277,% of Total cells that are Actin+ within 50um of CD68+OPN+,TRUE,0
HTAPP_NSC014bLT_FT_T1,mut,"HTAPP_NSC014bLT_FT_T1_Scan1_[14046,52626]",Any,153,1333,11.47786947,% of Total cells that are Actin+ within 50um of CD68+OPN+,TRUE,2
HTAPP_NSC009bLT_FT_T1,WT,"HTAPP_NSC009bLT_FT_T1_Scan1_[12996,41700]",Any,499,3312,15.06642512,% of Total cells that are Actin+ within 50um of CD68+OPN+,TRUE,0
HTAPP_NSC009bLT_FT_T1,WT,"HTAPP_NSC009bLT_FT_T1_Scan1_[7009,35596]",Any,427,3584,11.9140625,% of Total cells that are Actin+ within 50um of CD68+OPN+,TRUE,2
HTAPP_NSC009bLT_FT_T1,WT,"HTAPP_NSC009bLT_FT_T1_Scan1_[5633,45269]",Any,147,1196,12.2909699,% of Total cells that are Actin+ within 50um of CD68+OPN+,TRUE,1
HTAPP_NSC009bLT_FT_T1,WT,"HTAPP_NSC009bLT_FT_T1_Scan1_[8804,44802]",Any,314,2011,15.61412233,% of Total cells that are Actin+ within 50um of CD68+OPN+,TRUE,5
HTAPP_NSC009bLT_FT_T1,WT,"HTAPP_NSC009bLT_FT_T1_Scan1_[7549,41059]",Any,82,460,17.82608696,% of Total cells that are Actin+ within 50um of CD68+OPN+,TRUE,4
HTAPP_NSC009bLT_FT_T1,WT,"HTAPP_NSC009bLT_FT_T1_Scan1_[7109,40366]",Any,20,125,16,% of Total cells that are Actin+ within 50um of CD68+OPN+,TRUE,3
HTAPP_NSC001bLT_FT,WT,"HTAPP_NSC001bLT_FT_Scan1_[14089,40791]",Any,4,130,3.076923077,% of Total cells that are Actin+ within 50um of CD68+OPN+,TRUE,1
HTAPP_NSC001bLT_FT,WT,"HTAPP_NSC001bLT_FT_Scan1_[20291,37738]",Any,12,353,3.399433428,% of Total cells that are Actin+ within 50um of CD68+OPN+,TRUE,2
HTAPP_NSC001bLT_FT,WT,"HTAPP_NSC001bLT_FT_Scan1_[12081,36100]",Any,22,150,14.66666667,% of Total cells that are Actin+ within 50um of CD68+OPN+,TRUE,0
HTAPP_NSC001bLT_FT,WT,"HTAPP_NSC001bLT_FT_Scan1_[21813,38393]",Any,37,646,5.72755418,% of Total cells that are Actin+ within 50um of CD68+OPN+,TRUE,3
HTAPP_NSC001bLT_FT,WT,"HTAPP_NSC001bLT_FT_Scan1_[9692,41708]",Any,0,0,,% of Total cells that are Actin+ within 50um of CD68+OPN+,FALSE,4
HTAPP_NSC011bLT_FT_T1,mut,"HTAPP_NSC011bLT_FT_T1_Scan1_[17092,50631]",Any,147,1241,11.84528606,% of Total cells that are Actin+ within 50um of CD68+OPN+,TRUE,2
HTAPP_NSC011bLT_FT_T1,mut,"HTAPP_NSC011bLT_FT_T1_Scan1_[15795,50024]",Any,172,1096,15.69343066,% of Total cells that are Actin+ within 50um of CD68+OPN+,TRUE,1
HTAPP_NSC011bLT_FT_T1,mut,"HTAPP_NSC011bLT_FT_T1_Scan1_[8870,52239]",Any,103,1054,9.772296015,% of Total cells that are Actin+ within 50um of CD68+OPN+,TRUE,4
HTAPP_NSC011bLT_FT_T1,mut,"HTAPP_NSC011bLT_FT_T1_Scan1_[17672,49244]",Any,160,987,16.21073961,% of Total cells that are Actin+ within 50um of CD68+OPN+,TRUE,3
HTAPP_NSC011bLT_FT_T1,mut,"HTAPP_NSC011bLT_FT_T1_Scan1_[9172,50839]",Any,108,928,11.63793103,% of Total cells that are Actin+ within 50um of CD68+OPN+,TRUE,5
HTAPP_NSC011bLT_FT_T1,mut,"HTAPP_NSC011bLT_FT_T1_Scan1_[15795,49330]",Any,410,2986,13.73074347,% of Total cells that are Actin+ within 50um of CD68+OPN+,TRUE,0
HTAPP_NSC019bLT_FT_T1,WT,"HTAPP_NSC019bLT_FT_T1_Scan1_[17926,49343]",Any,100,991,10.09081736,% of Total cells that are Actin+ within 50um of CD68+OPN+,TRUE,2
HTAPP_NSC019bLT_FT_T1,WT,"HTAPP_NSC019bLT_FT_T1_Scan1_[18597,46320]",Any,64,540,11.85185185,% of Total cells that are Actin+ within 50um of CD68+OPN+,TRUE,4
HTAPP_NSC019bLT_FT_T1,WT,"HTAPP_NSC019bLT_FT_T1_Scan1_[18093,43800]",Any,112,793,14.12358134,% of Total cells that are Actin+ within 50um of CD68+OPN+,TRUE,3
HTAPP_NSC019bLT_FT_T1,WT,"HTAPP_NSC019bLT_FT_T1_Scan1_[9602,41710]",Any,292,1677,17.41204532,% of Total cells that are Actin+ within 50um of CD68+OPN+,TRUE,5
HTAPP_NSC019bLT_FT_T1,WT,"HTAPP_NSC019bLT_FT_T1_Scan1_[12929,45102]",Any,340,1841,18.46822379,% of Total cells that are Actin+ within 50um of CD68+OPN+,TRUE,0
HTAPP_NSC019bLT_FT_T1,WT,"HTAPP_NSC019bLT_FT_T1_Scan1_[14751,42558]",Any,520,3094,16.80672269,% of Total cells that are Actin+ within 50um of CD68+OPN+,TRUE,1
HTAPP_NSC004bLT_FT,WT,"HTAPP_NSC004bLT_FT_Scan1_[12294,38619]",Any,711,4316,16.47358665,% of Total cells that are Actin+ within 50um of CD68+OPN+,TRUE,0
HTAPP_NSC004bLT_FT,WT,"HTAPP_NSC004bLT_FT_Scan1_[16401,40644]",Any,609,4060,15,% of Total cells that are Actin+ within 50um of CD68+OPN+,TRUE,5
HTAPP_NSC004bLT_FT,WT,"HTAPP_NSC004bLT_FT_Scan1_[15837,38634]",Any,482,3295,14.62822458,% of Total cells that are Actin+ within 50um of CD68+OPN+,TRUE,4
HTAPP_NSC004bLT_FT,WT,"HTAPP_NSC004bLT_FT_Scan1_[15476,40363]",Any,528,3696,14.28571429,% of Total cells that are Actin+ within 50um of CD68+OPN+,TRUE,3
HTAPP_NSC004bLT_FT,WT,"HTAPP_NSC004bLT_FT_Scan1_[14458,39669]",Any,864,4423,19.53425277,% of Total cells that are Actin+ within 50um of CD68+OPN+,TRUE,2
HTAPP_NSC004bLT_FT,WT,"HTAPP_NSC004bLT_FT_Scan1_[13380,38272]",Any,1145,5017,22.82240383,% of Total cells that are Actin+ within 50um of CD68+OPN+,TRUE,1
HTAPP_NSC023bLT_FT_T1,WT,"HTAPP_NSC023bLT_FT_T1_Scan1_[11791,45367]",Any,2,95,2.105263158,% of Total cells that are Actin+ within 50um of CD68+OPN+,TRUE,0
HTAPP_NSC023bLT_FT_T1,WT,"HTAPP_NSC023bLT_FT_T1_Scan1_[12815,45205]",Any,42,661,6.354009077,% of Total cells that are Actin+ within 50um of CD68+OPN+,TRUE,2
HTAPP_NSC023bLT_FT_T1,WT,"HTAPP_NSC023bLT_FT_T1_Scan1_[16564,43540]",Any,23,212,10.8490566,% of Total cells that are Actin+ within 50um of CD68+OPN+,TRUE,5
HTAPP_NSC023bLT_FT_T1,WT,"HTAPP_NSC023bLT_FT_T1_Scan1_[12359,46375]",Any,44,445,9.887640449,% of Total cells that are Actin+ within 50um of CD68+OPN+,TRUE,1
HTAPP_NSC023bLT_FT_T1,WT,"HTAPP_NSC023bLT_FT_T1_Scan1_[16564,42847]",Any,0,0,,% of Total cells that are Actin+ within 50um of CD68+OPN+,FALSE,4
HTAPP_NSC023bLT_FT_T1,WT,"HTAPP_NSC023bLT_FT_T1_Scan1_[12859,44279]",Any,51,825,6.181818182,% of Total cells that are Actin+ within 50um of CD68+OPN+,TRUE,3
HTAPP_NSC005bLT_FT,WT,"HTAPP_NSC005bLT_FT_Scan1_[13072,37337]",Any,10,36,27.77777778,% of Total cells that are Glut+ in contact with CD68+OPN+,TRUE,1
HTAPP_NSC005bLT_FT,WT,"HTAPP_NSC005bLT_FT_Scan1_[14783,38259]",Any,3,16,18.75,% of Total cells that are Glut+ in contact with CD68+OPN+,TRUE,3
HTAPP_NSC005bLT_FT,WT,"HTAPP_NSC005bLT_FT_Scan1_[13110,46241]",Any,14,21,66.66666667,% of Total cells that are Glut+ in contact with CD68+OPN+,TRUE,2
HTAPP_NSC005bLT_FT,WT,"HTAPP_NSC005bLT_FT_Scan1_[12147,37209]",Any,6,31,19.35483871,% of Total cells that are Glut+ in contact with CD68+OPN+,TRUE,0
HTAPP_NSC006bLT_FT,mut,"HTAPP_NSC006bLT_FT_Scan1_[9425,49016]",Any,518,1791,28.92238973,% of Total cells that are Glut+ in contact with CD68+OPN+,TRUE,5
HTAPP_NSC006bLT_FT,mut,"HTAPP_NSC006bLT_FT_Scan1_[7921,48546]",Any,321,1311,24.48512586,% of Total cells that are Glut+ in contact with CD68+OPN+,TRUE,2
HTAPP_NSC006bLT_FT,mut,"HTAPP_NSC006bLT_FT_Scan1_[15697,49550]",Any,80,208,38.46153846,% of Total cells that are Glut+ in contact with CD68+OPN+,TRUE,1
HTAPP_NSC006bLT_FT,mut,"HTAPP_NSC006bLT_FT_Scan1_[9107,50297]",Any,668,965,69.22279793,% of Total cells that are Glut+ in contact with CD68+OPN+,TRUE,4
HTAPP_NSC006bLT_FT,mut,"HTAPP_NSC006bLT_FT_Scan1_[12497,51462]",Any,232,679,34.16789396,% of Total cells that are Glut+ in contact with CD68+OPN+,TRUE,0
HTAPP_NSC006bLT_FT,mut,"HTAPP_NSC006bLT_FT_Scan1_[8000,49772]",Any,172,755,22.78145695,% of Total cells that are Glut+ in contact with CD68+OPN+,TRUE,3
DFCI_GR_NSC014LT_FT,WT,"DFCI_GR_NSC014LT_FT_Scan1_[9521,41065]",Any,81,114,71.05263158,% of Total cells that are Glut+ in contact with CD68+OPN+,TRUE,8
DFCI_GR_NSC014LT_FT,WT,"DFCI_GR_NSC014LT_FT_Scan1_[9748,39432]",Any,119,262,45.41984733,% of Total cells that are Glut+ in contact with CD68+OPN+,TRUE,10
DFCI_GR_NSC014LT_FT,WT,"DFCI_GR_NSC014LT_FT_Scan1_[13604,44372]",Any,101,187,54.01069519,% of Total cells that are Glut+ in contact with CD68+OPN+,TRUE,3
DFCI_GR_NSC014LT_FT,WT,"DFCI_GR_NSC014LT_FT_Scan1_[9552,44491]",Any,35,96,36.45833333,% of Total cells that are Glut+ in contact with CD68+OPN+,TRUE,9
DFCI_GR_NSC014LT_FT,WT,"DFCI_GR_NSC014LT_FT_Scan1_[16256,40152]",Any,166,506,32.80632411,% of Total cells that are Glut+ in contact with CD68+OPN+,TRUE,5
DFCI_GR_NSC014LT_FT,WT,"DFCI_GR_NSC014LT_FT_Scan1_[12499,49270]",Any,138,379,36.4116095,% of Total cells that are Glut+ in contact with CD68+OPN+,TRUE,2
DFCI_GR_NSC014LT_FT,WT,"DFCI_GR_NSC014LT_FT_Scan1_[11003,44843]",Any,42,98,42.85714286,% of Total cells that are Glut+ in contact with CD68+OPN+,TRUE,0
DFCI_GR_NSC014LT_FT,WT,"DFCI_GR_NSC014LT_FT_Scan1_[13924,46127]",Any,83,400,20.75,% of Total cells that are Glut+ in contact with CD68+OPN+,TRUE,4
DFCI_GR_NSC014LT_FT,WT,"DFCI_GR_NSC014LT_FT_Scan1_[8789,46290]",Any,24,207,11.5942029,% of Total cells that are Glut+ in contact with CD68+OPN+,TRUE,7
DFCI_GR_NSC014LT_FT,WT,"DFCI_GR_NSC014LT_FT_Scan1_[11653,48213]",Any,56,554,10.10830325,% of Total cells that are Glut+ in contact with CD68+OPN+,TRUE,1
DFCI_GR_NSC014LT_FT,WT,"DFCI_GR_NSC014LT_FT_Scan1_[18041,35617]",Any,19,98,19.3877551,% of Total cells that are Glut+ in contact with CD68+OPN+,TRUE,6
HTAPP_NSC014bLT_FT_T1,mut,"HTAPP_NSC014bLT_FT_T1_Scan1_[14434,51380]",Any,126,167,75.4491018,% of Total cells that are Glut+ in contact with CD68+OPN+,TRUE,3
HTAPP_NSC014bLT_FT_T1,mut,"HTAPP_NSC014bLT_FT_T1_Scan1_[15363,41107]",Any,151,305,49.50819672,% of Total cells that are Glut+ in contact with CD68+OPN+,TRUE,4
HTAPP_NSC014bLT_FT_T1,mut,"HTAPP_NSC014bLT_FT_T1_Scan1_[16523,52149]",Any,92,136,67.64705882,% of Total cells that are Glut+ in contact with CD68+OPN+,TRUE,5
HTAPP_NSC014bLT_FT_T1,mut,"HTAPP_NSC014bLT_FT_T1_Scan1_[13046,48250]",Any,108,199,54.27135678,% of Total cells that are Glut+ in contact with CD68+OPN+,TRUE,1
HTAPP_NSC014bLT_FT_T1,mut,"HTAPP_NSC014bLT_FT_T1_Scan1_[12171,49425]",Any,60,140,42.85714286,% of Total cells that are Glut+ in contact with CD68+OPN+,TRUE,0
HTAPP_NSC014bLT_FT_T1,mut,"HTAPP_NSC014bLT_FT_T1_Scan1_[14046,52626]",Any,96,120,80,% of Total cells that are Glut+ in contact with CD68+OPN+,TRUE,2
HTAPP_NSC009bLT_FT_T1,WT,"HTAPP_NSC009bLT_FT_T1_Scan1_[12996,41700]",Any,83,479,17.32776618,% of Total cells that are Glut+ in contact with CD68+OPN+,TRUE,0
HTAPP_NSC009bLT_FT_T1,WT,"HTAPP_NSC009bLT_FT_T1_Scan1_[7009,35596]",Any,226,480,47.08333333,% of Total cells that are Glut+ in contact with CD68+OPN+,TRUE,2
HTAPP_NSC009bLT_FT_T1,WT,"HTAPP_NSC009bLT_FT_T1_Scan1_[5633,45269]",Any,12,75,16,% of Total cells that are Glut+ in contact with CD68+OPN+,TRUE,1
HTAPP_NSC009bLT_FT_T1,WT,"HTAPP_NSC009bLT_FT_T1_Scan1_[8804,44802]",Any,27,204,13.23529412,% of Total cells that are Glut+ in contact with CD68+OPN+,TRUE,5
HTAPP_NSC009bLT_FT_T1,WT,"HTAPP_NSC009bLT_FT_T1_Scan1_[7549,41059]",Any,5,27,18.51851852,% of Total cells that are Glut+ in contact with CD68+OPN+,TRUE,4
HTAPP_NSC009bLT_FT_T1,WT,"HTAPP_NSC009bLT_FT_T1_Scan1_[7109,40366]",Any,0,3,0,% of Total cells that are Glut+ in contact with CD68+OPN+,TRUE,3
HTAPP_NSC001bLT_FT,WT,"HTAPP_NSC001bLT_FT_Scan1_[14089,40791]",Any,1,7,14.28571429,% of Total cells that are Glut+ in contact with CD68+OPN+,TRUE,1
